x0,x1,weight
-70.3,109.41,1.0
-63.16,111.37,1.0
-66.96,110.23,1.0
-68.05,109.65,1.0
-67.14,109.06,1.0
-71.04,113.53,1.0
-60.88,112.77,1.0
-67.53,115.38,1.0
-62.31,110.65,1.0
-67.83,112.03,1.0
158.34,-214.44,1.0
158.79,-218.26,1.0
162.11,-217.25,1.0
154.62,-222.43,1.0
158.23,-217.12,1.0
158.04,-219.81,1.0
157.34,-219.02,1.0
158.83,-219.05,1.0
156.53,-215.22,1.0
157.76,-221.34,1.0
79.89,-184.0,1.0
79.67,-185.54,1.0
77.72,-183.86,1.0
78.75,-183.93,1.0
79.51,-184.27,1.0
83.43,-186.52,1.0
81.92,-182.26,1.0
80.53,-187.09,1.0
81.55,-186.58,1.0
83.06,-185.63,1.0
-14.95,-178.46,1.0
-13.09,-179.53,1.0
-12.79,-181.99,1.0
-13.98,-173.17,1.0
-15.59,-179.69,1.0
-13.39,-174.68,1.0
-13.18,-173.81,1.0
-16.93,-178.53,1.0
-12.07,-178.05,1.0
-12.69,-179.96,1.0
-23.46,11.33,1.0
-22.62,9.62,1.0
-24.26,11.65,1.0
-20.64,12.56,1.0
-16.48,10.45,1.0
-22.12,7.35,1.0
-22.59,9.83,1.0
-22.57,10.22,1.0
-21.43,8.12,1.0
-18.8,10.85,1.0
-231.21,76.91,1.0
-234.75,76.05,1.0
-230.59,78.68,1.0
-234.26,79.4,1.0
-230.1,77.59,1.0
-230.76,78.41,1.0
-233.72,77.78,1.0
-227.79,79.19,1.0
-235.65,77.06,1.0
-230.14,75.31,1.0
226.64,-193.09,1.0
229.45,-193.77,1.0
227.26,-196.21,1.0
227.5,-197.01,1.0
228.19,-194.24,1.0
228.04,-194.98,1.0
225.93,-193.26,1.0
223.84,-196.91,1.0
228.56,-195.87,1.0
229.2,-195.22,1.0
-198.2,-117.83,1.0
-197.6,-117.96,1.0
-197.41,-114.5,1.0
-197.9,-118.52,1.0
-198.78,-117.5,1.0
-199.62,-117.3,1.0
-199.97,-115.74,1.0
-195.85,-116.24,1.0
-196.15,-116.47,1.0
-197.45,-115.36,1.0
86.41,-186.55,1.0
89.2,-191.05,1.0
89.53,-189.7,1.0
84.71,-189.87,1.0
89.3,-188.3,1.0
84.02,-188.41,1.0
88.63,-189.5,1.0
85.67,-189.77,1.0
89.58,-188.94,1.0
88.8,-191.59,1.0
-183.41,-222.95,1.0
-185.85,-220.19,1.0
-185.15,-223.96,1.0
-188.34,-220.45,1.0
-186.24,-222.02,1.0
-182.93,-224.51,1.0
-186.59,-222.38,1.0
-182.93,-219.75,1.0
-185.66,-225.58,1.0
-188.31,-226.07,1.0
-129.39,184.67,1.0
-125.38,186.53,1.0
-125.43,184.79,1.0
-124.3,184.48,1.0
-126.08,181.76,1.0
-127.93,183.25,1.0
-125.86,184.14,1.0
-128.84,182.63,1.0
-126.54,181.73,1.0
-124.36,182.74,1.0
88.1,-238.03,1.0
86.45,-242.4,1.0
92.48,-239.75,1.0
89.35,-240.89,1.0
86.55,-240.49,1.0
84.35,-237.72,1.0
89.12,-238.13,1.0
84.6,-240.23,1.0
85.9,-238.57,1.0
87.89,-239.72,1.0
-127.11,181.76,1.0
-128.05,184.09,1.0
-129.45,177.0,1.0
-132.42,182.06,1.0
-131.86,180.95,1.0
-132.52,180.64,1.0
-131.03,181.88,1.0
-130.47,176.65,1.0
-134.99,178.53,1.0
-130.74,183.52,1.0
233.79,-27.47,1.0
231.07,-27.44,1.0
230.95,-24.92,1.0
234.36,-22.09,1.0
234.57,-27.24,1.0
233.86,-24.5,1.0
232.56,-24.63,1.0
236.64,-23.42,1.0
233.11,-25.08,1.0
231.21,-23.19,1.0
-234.6,-80.22,1.0
-235.51,-76.99,1.0
-236.39,-80.13,1.0
-234.29,-81.48,1.0
-233.59,-79.31,1.0
-231.64,-77.65,1.0
-233.77,-82.32,1.0
-227.78,-82.57,1.0
-237.96,-73.25,1.0
-232.71,-79.44,1.0
-65.14,158.93,1.0
-62.29,157.38,1.0
-61.95,157.15,1.0
-61.55,153.23,1.0
-65.77,151.58,1.0
-65.3,156.73,1.0
-63.2,156.18,1.0
-64.77,157.75,1.0
-62.89,157.05,1.0
-61.52,157.72,1.0
93.55,10.69,1.0
98.51,12.09,1.0
96.25,11.07,1.0
95.34,10.02,1.0
97.57,13.95,1.0
97.41,8.63,1.0
94.66,12.35,1.0
97.53,12.12,1.0
92.95,11.77,1.0
96.69,13.8,1.0
150.97,224.55,1.0
153.89,223.72,1.0
150.44,222.37,1.0
150.57,219.41,1.0
148.51,220.15,1.0
152.03,220.95,1.0
150.69,219.47,1.0
149.69,219.1,1.0
151.8,216.22,1.0
148.4,221.73,1.0
-137.67,150.02,1.0
-134.69,150.82,1.0
-135.62,150.61,1.0
-135.25,151.09,1.0
-139.7,149.65,1.0
-138.82,148.02,1.0
-138.02,149.38,1.0
-141.25,148.12,1.0
-137.77,150.86,1.0
-139.46,150.98,1.0
20.26,210.43,1.0
22.39,211.99,1.0
20.53,212.6,1.0
20.17,210.97,1.0
20.15,210.42,1.0
22.97,212.16,1.0
17.52,210.21,1.0
22.59,212.84,1.0
25.17,207.51,1.0
19.83,213.11,1.0
67.94,-53.69,1.0
67.42,-54.58,1.0
66.98,-54.16,1.0
69.91,-55.06,1.0
68.94,-54.43,1.0
66.57,-57.48,1.0
65.39,-53.52,1.0
67.16,-55.72,1.0
69.41,-57.0,1.0
65.35,-53.85,1.0
-180.03,-48.54,1.0
-174.88,-47.09,1.0
-178.09,-46.45,1.0
-177.66,-46.3,1.0
-179.33,-49.84,1.0
-174.18,-48.2,1.0
-174.53,-48.04,1.0
-178.56,-48.34,1.0
-176.48,-49.78,1.0
-174.62,-46.64,1.0
76.02,-11.67,1.0
79.22,-10.86,1.0
81.21,-16.3,1.0
78.38,-9.74,1.0
78.95,-14.32,1.0
79.09,-12.87,1.0
79.67,-11.33,1.0
81.81,-15.71,1.0
82.08,-11.92,1.0
78.74,-11.04,1.0
55.98,90.04,1.0
56.31,86.03,1.0
53.53,87.45,1.0
58.57,86.26,1.0
56.89,87.37,1.0
51.96,88.24,1.0
55.42,87.34,1.0
58.51,87.56,1.0
56.23,88.65,1.0
56.39,87.73,1.0
4.81,-96.81,1.0
5.45,-99.74,1.0
6.33,-101.83,1.0
5.68,-103.34,1.0
8.55,-102.13,1.0
6.64,-99.99,1.0
4.56,-102.59,1.0
1.11,-97.39,1.0
1.55,-100.65,1.0
3.69,-102.33,1.0
-23.69,172.57,1.0
-25.49,177.3,1.0
-22.48,179.99,1.0
-22.15,175.53,1.0
-22.73,173.46,1.0
-23.72,176.35,1.0
-25.58,175.1,1.0
-23.92,177.68,1.0
-23.64,176.76,1.0
-26.79,178.79,1.0
18.1,59.54,1.0
20.79,63.6,1.0
18.78,63.58,1.0
17.33,57.58,1.0
18.43,59.26,1.0
18.18,58.53,1.0
19.57,58.45,1.0
21.64,56.88,1.0
14.72,57.07,1.0
17.07,60.54,1.0
-166.51,-141.59,1.0
-166.33,-139.59,1.0
-164.68,-140.8,1.0
-166.6,-140.18,1.0
-163.05,-141.77,1.0
-164.45,-139.04,1.0
-165.84,-139.09,1.0
-161.89,-141.56,1.0
-167.56,-136.47,1.0
-166.32,-139.26,1.0
-134.11,-158.53,1.0
-132.32,-160.9,1.0
-135.22,-162.81,1.0
-132.1,-162.76,1.0
-134.71,-163.23,1.0
-133.02,-157.65,1.0
-134.45,-159.53,1.0
-137.12,-164.66,1.0
-133.7,-160.56,1.0
-130.94,-159.24,1.0
-211.08,-133.09,1.0
-210.18,-132.68,1.0
-210.14,-138.76,1.0
-209.71,-132.22,1.0
-208.68,-133.52,1.0
-207.75,-135.94,1.0
-209.25,-137.12,1.0
-210.17,-137.52,1.0
-212.57,-137.92,1.0
-210.44,-131.04,1.0
42.89,-118.55,1.0
43.53,-118.49,1.0
44.47,-118.83,1.0
40.62,-119.16,1.0
39.69,-116.21,1.0
47.02,-120.95,1.0
45.03,-115.98,1.0
46.76,-120.96,1.0
43.33,-120.59,1.0
47.78,-119.93,1.0
17.04,20.8,1.0
13.5,23.04,1.0
13.23,28.62,1.0
12.32,22.15,1.0
17.58,25.85,1.0
15.3,24.78,1.0
18.0,21.56,1.0
17.8,24.73,1.0
12.61,25.68,1.0
14.21,25.47,1.0
153.69,30.32,1.0
153.04,30.11,1.0
157.69,31.21,1.0
157.94,26.38,1.0
154.37,28.1,1.0
154.85,28.22,1.0
152.77,27.69,1.0
153.53,27.81,1.0
156.45,23.91,1.0
155.39,25.88,1.0
-174.56,-95.95,1.0
-170.24,-102.4,1.0
-171.78,-105.01,1.0
-171.04,-103.13,1.0
-174.69,-100.75,1.0
-172.99,-101.01,1.0
-170.0,-101.72,1.0
-170.83,-104.13,1.0
-171.65,-104.93,1.0
-169.96,-100.34,1.0
8.98,101.26,1.0
10.68,102.95,1.0
11.43,107.54,1.0
11.28,106.29,1.0
12.9,104.32,1.0
7.8,103.97,1.0
11.87,106.35,1.0
8.5,106.57,1.0
6.49,107.36,1.0
11.78,105.15,1.0
208.0,215.34,1.0
210.76,214.03,1.0
207.24,214.85,1.0
209.73,216.62,1.0
211.76,213.71,1.0
211.51,216.91,1.0
210.56,214.8,1.0
209.42,215.35,1.0
207.22,213.66,1.0
215.2,214.08,1.0
90.68,171.32,1.0
92.74,171.6,1.0
90.52,171.09,1.0
89.08,169.64,1.0
89.92,168.76,1.0
97.24,170.57,1.0
91.88,168.84,1.0
93.12,166.58,1.0
92.42,176.14,1.0
92.3,170.28,1.0
67.32,235.4,1.0
64.78,236.48,1.0
61.75,233.62,1.0
63.43,233.39,1.0
62.98,231.99,1.0
61.49,235.93,1.0
63.0,233.25,1.0
65.74,234.04,1.0
63.78,234.59,1.0
64.75,233.42,1.0
-214.03,113.13,1.0
-211.53,114.35,1.0
-215.38,112.23,1.0
-211.7,115.67,1.0
-217.38,114.35,1.0
-217.49,115.28,1.0
-214.17,114.86,1.0
-216.25,115.62,1.0
-216.9,116.71,1.0
-212.83,116.81,1.0
87.03,76.34,1.0
86.77,72.61,1.0
88.49,74.44,1.0
87.05,77.04,1.0
89.14,76.14,1.0
89.87,72.06,1.0
87.4,78.8,1.0
90.21,73.74,1.0
85.06,74.11,1.0
88.63,74.4,1.0
-195.39,153.51,1.0
-192.48,158.75,1.0
-190.75,152.25,1.0
-188.81,154.69,1.0
-188.95,154.56,1.0
-188.47,156.41,1.0
-192.81,156.85,1.0
-191.89,154.06,1.0
-194.72,157.67,1.0
-192.57,155.93,1.0
74.87,43.86,1.0
77.76,46.13,1.0
75.23,49.01,1.0
74.66,46.47,1.0
76.1,46.17,1.0
76.94,47.03,1.0
78.65,46.39,1.0
77.98,45.6,1.0
78.05,43.58,1.0
78.53,44.65,1.0
-85.79,-36.74,1.0
-84.14,-32.55,1.0
-89.58,-37.07,1.0
-88.27,-35.07,1.0
-88.14,-36.8,1.0
-86.13,-37.21,1.0
-92.21,-39.11,1.0
-87.92,-36.96,1.0
-89.49,-32.63,1.0
-87.5,-30.92,1.0
100.96,-199.4,1.0
96.82,-203.24,1.0
98.2,-201.08,1.0
97.67,-199.48,1.0
101.54,-202.21,1.0
96.76,-200.52,1.0
97.05,-201.88,1.0
96.62,-202.56,1.0
100.49,-201.41,1.0
96.13,-201.72,1.0
207.97,-6.36,1.0
204.28,-2.62,1.0
209.37,-7.28,1.0
206.45,-4.42,1.0
206.57,-5.08,1.0
208.08,-4.75,1.0
206.17,-4.16,1.0
204.57,-3.84,1.0
208.99,-3.32,1.0
206.56,-1.96,1.0
33.33,-178.86,1.0
34.6,-174.75,1.0
33.92,-177.58,1.0
32.78,-175.95,1.0
36.3,-175.5,1.0
34.36,-177.51,1.0
32.26,-175.55,1.0
34.18,-174.74,1.0
34.06,-175.03,1.0
32.1,-176.71,1.0
18.63,-141.08,1.0
20.01,-141.83,1.0
19.36,-142.87,1.0
18.48,-141.35,1.0
18.57,-143.04,1.0
16.69,-142.65,1.0
16.85,-143.44,1.0
19.19,-142.44,1.0
16.5,-141.44,1.0
19.62,-141.96,1.0
233.52,-169.74,1.0
229.68,-172.29,1.0
232.69,-172.85,1.0
229.74,-171.06,1.0
231.25,-170.14,1.0
235.45,-168.9,1.0
235.18,-170.21,1.0
234.2,-172.35,1.0
230.52,-172.03,1.0
233.77,-167.58,1.0
-222.55,181.67,1.0
-223.54,180.87,1.0
-223.98,177.96,1.0
-221.88,182.82,1.0
-221.26,179.82,1.0
-223.82,180.3,1.0
-222.18,178.94,1.0
-223.78,183.42,1.0
-224.31,184.56,1.0
-221.27,177.41,1.0
-27.32,177.92,1.0
-29.22,174.77,1.0
-28.03,175.98,1.0
-32.0,175.78,1.0
-33.06,172.14,1.0
-28.7,175.87,1.0
-30.29,178.81,1.0
-30.19,174.92,1.0
-29.55,176.64,1.0
-32.31,176.2,1.0
57.19,-110.81,1.0
58.1,-109.9,1.0
56.92,-106.31,1.0
56.15,-107.47,1.0
54.95,-105.99,1.0
59.5,-110.15,1.0
56.42,-108.11,1.0
56.04,-107.64,1.0
54.09,-110.78,1.0
56.02,-105.92,1.0
102.26,-109.97,1.0
101.31,-109.58,1.0
103.74,-104.67,1.0
99.14,-104.87,1.0
99.03,-107.66,1.0
100.77,-103.85,1.0
103.31,-106.41,1.0
104.31,-106.99,1.0
103.51,-111.9,1.0
103.26,-105.1,1.0
116.63,-131.83,1.0
116.9,-128.88,1.0
120.61,-130.84,1.0
123.08,-130.34,1.0
120.81,-130.22,1.0
116.66,-127.73,1.0
118.31,-133.07,1.0
121.0,-130.04,1.0
120.74,-130.59,1.0
122.91,-128.03,1.0
-17.91,170.89,1.0
-16.94,170.26,1.0
-19.51,171.68,1.0
-16.87,170.54,1.0
-16.22,169.22,1.0
-17.11,168.4,1.0
-20.46,169.61,1.0
-14.48,173.38,1.0
-14.28,167.46,1.0
-18.17,170.83,1.0
160.6,-101.82,1.0
159.05,-101.93,1.0
156.37,-100.14,1.0
159.37,-99.91,1.0
159.21,-98.16,1.0
157.13,-99.35,1.0
159.88,-99.12,1.0
160.82,-101.94,1.0
159.68,-99.75,1.0
159.46,-99.64,1.0
-116.05,-6.65,1.0
-113.26,-13.11,1.0
-119.44,-8.86,1.0
-114.9,-8.97,1.0
-115.22,-9.29,1.0
-117.57,-8.1,1.0
-117.1,-9.45,1.0
-116.83,-6.8,1.0
-115.17,-8.27,1.0
-116.51,-7.14,1.0
182.72,14.16,1.0
185.72,14.55,1.0
185.45,8.99,1.0
181.65,9.73,1.0
180.29,15.15,1.0
181.68,14.47,1.0
181.32,12.61,1.0
185.86,13.71,1.0
182.82,12.58,1.0
181.43,17.6,1.0
-51.58,-127.01,1.0
-50.73,-131.76,1.0
-51.27,-125.13,1.0
-51.76,-124.73,1.0
-50.85,-122.38,1.0
-50.0,-129.16,1.0
-52.75,-125.43,1.0
-52.88,-127.25,1.0
-53.14,-127.14,1.0
-57.15,-126.78,1.0
142.99,120.65,1.0
142.78,120.7,1.0
146.47,120.29,1.0
144.73,121.43,1.0
139.24,120.3,1.0
143.3,121.71,1.0
140.0,121.74,1.0
141.15,121.26,1.0
141.54,122.38,1.0
145.52,122.22,1.0
237.72,15.44,1.0
235.15,13.59,1.0
235.46,14.09,1.0
235.37,13.27,1.0
235.45,17.85,1.0
233.41,16.02,1.0
234.32,17.55,1.0
235.09,14.28,1.0
232.34,17.66,1.0
235.68,16.97,1.0
-81.05,22.78,1.0
-79.16,22.86,1.0
-81.95,23.37,1.0
-77.97,21.33,1.0
-78.88,24.03,1.0
-77.5,24.58,1.0
-81.47,22.73,1.0
-79.35,25.66,1.0
-78.71,22.62,1.0
-78.29,20.41,1.0
154.43,234.91,1.0
151.83,242.1,1.0
154.05,236.11,1.0
155.93,234.33,1.0
153.5,236.97,1.0
156.06,233.46,1.0
151.99,234.18,1.0
152.29,236.0,1.0
152.52,238.36,1.0
152.89,236.95,1.0
135.56,68.25,1.0
133.58,67.36,1.0
130.16,67.92,1.0
135.9,68.36,1.0
132.58,68.48,1.0
131.93,66.5,1.0
134.42,71.56,1.0
136.36,69.69,1.0
133.54,66.0,1.0
133.55,69.44,1.0
-17.92,-12.4,1.0
-19.86,-14.92,1.0
-18.33,-15.26,1.0
-19.61,-11.57,1.0
-18.55,-15.65,1.0
-20.02,-13.66,1.0
-18.19,-14.98,1.0
-19.57,-10.47,1.0
-16.39,-12.97,1.0
-20.92,-14.3,1.0
156.97,-135.37,1.0
156.16,-130.47,1.0
156.78,-132.21,1.0
156.82,-132.62,1.0
156.43,-133.45,1.0
155.05,-132.0,1.0
153.2,-135.13,1.0
157.2,-133.8,1.0
156.12,-132.37,1.0
157.88,-133.94,1.0
-12.38,-118.19,1.0
-13.0,-115.91,1.0
-10.25,-117.08,1.0
-11.17,-118.51,1.0
-12.76,-118.6,1.0
-15.17,-115.82,1.0
-9.73,-118.38,1.0
-14.97,-118.41,1.0
-15.11,-115.13,1.0
-11.62,-114.7,1.0
-115.98,133.04,1.0
-117.34,130.39,1.0
-116.93,133.8,1.0
-117.96,135.75,1.0
-116.95,133.08,1.0
-117.27,134.28,1.0
-117.59,132.93,1.0
-112.85,128.15,1.0
-114.51,129.44,1.0
-117.72,133.55,1.0
-19.72,140.64,1.0
-20.69,147.0,1.0
-18.53,146.43,1.0
-23.2,142.79,1.0
-19.75,145.67,1.0
-21.19,146.25,1.0
-19.58,147.59,1.0
-18.42,146.72,1.0
-19.91,147.5,1.0
-21.33,149.62,1.0
-69.45,134.13,1.0
-67.34,137.56,1.0
-68.69,132.51,1.0
-70.01,133.84,1.0
-66.49,132.69,1.0
-68.48,136.2,1.0
-69.37,135.11,1.0
-67.85,134.29,1.0
-68.56,136.83,1.0
-69.0,136.32,1.0
-218.51,162.17,1.0
-220.22,163.65,1.0
-219.54,160.01,1.0
-219.69,158.18,1.0
-218.03,163.27,1.0
-215.89,161.84,1.0
-219.33,156.4,1.0
-217.97,159.3,1.0
-219.19,157.95,1.0
-220.58,158.72,1.0
59.07,-87.64,1.0
53.3,-88.76,1.0
54.35,-88.14,1.0
55.31,-91.23,1.0
54.57,-88.56,1.0
58.44,-89.15,1.0
56.97,-92.3,1.0
56.46,-91.34,1.0
55.3,-86.66,1.0
58.31,-89.16,1.0
-18.81,-70.43,1.0
-15.91,-68.13,1.0
-20.52,-69.84,1.0
-18.89,-72.52,1.0
-18.47,-68.07,1.0
-26.5,-72.53,1.0
-19.37,-70.2,1.0
-21.61,-67.01,1.0
-19.71,-71.62,1.0
-17.18,-67.11,1.0
172.27,-207.62,1.0
171.76,-209.94,1.0
171.94,-208.09,1.0
173.76,-212.77,1.0
168.78,-208.43,1.0
171.19,-204.53,1.0
167.46,-207.98,1.0
171.78,-211.48,1.0
170.41,-206.85,1.0
170.15,-210.82,1.0
107.38,-232.34,1.0
107.51,-232.03,1.0
110.09,-235.23,1.0
107.88,-231.22,1.0
106.19,-231.12,1.0
107.08,-233.39,1.0
108.65,-234.8,1.0
108.86,-232.92,1.0
110.25,-233.18,1.0
109.26,-232.75,1.0
21.36,167.95,1.0
25.48,165.76,1.0
21.79,168.43,1.0
22.05,165.81,1.0
25.0,166.11,1.0
22.82,165.56,1.0
18.94,163.27,1.0
21.12,167.39,1.0
18.86,166.07,1.0
20.88,166.08,1.0
-224.05,-79.96,1.0
-228.31,-76.53,1.0
-227.46,-75.7,1.0
-227.31,-76.21,1.0
-226.7,-78.47,1.0
-229.65,-78.74,1.0
-222.91,-75.58,1.0
-226.42,-78.04,1.0
-223.05,-75.24,1.0
-226.42,-74.2,1.0
-88.18,-103.07,1.0
-80.64,-105.33,1.0
-84.69,-100.43,1.0
-86.34,-101.84,1.0
-88.25,-100.55,1.0
-84.42,-103.54,1.0
-87.17,-102.79,1.0
-83.3,-103.41,1.0
-85.39,-102.11,1.0
-87.32,-102.43,1.0
218.62,-86.47,1.0
221.23,-89.19,1.0
222.1,-87.81,1.0
220.29,-85.49,1.0
218.12,-88.33,1.0
221.08,-89.39,1.0
218.0,-84.63,1.0
218.11,-86.79,1.0
219.24,-86.65,1.0
220.45,-84.12,1.0
-8.51,-106.81,1.0
-6.85,-104.44,1.0
-8.58,-107.6,1.0
-6.81,-106.11,1.0
-3.0,-110.23,1.0
-8.05,-111.26,1.0
-4.21,-107.24,1.0
-7.75,-107.81,1.0
-8.54,-102.95,1.0
-6.41,-105.64,1.0
131.07,169.27,1.0
132.79,168.37,1.0
135.2,171.75,1.0
133.01,169.05,1.0
128.49,171.24,1.0
135.73,169.1,1.0
129.78,168.23,1.0
133.84,171.81,1.0
125.3,168.03,1.0
132.15,172.62,1.0
64.18,232.86,1.0
62.32,231.19,1.0
62.65,226.85,1.0
63.83,227.76,1.0
61.97,236.2,1.0
64.96,232.75,1.0
66.03,229.13,1.0
60.57,233.42,1.0
64.05,228.56,1.0
62.71,230.41,1.0
-79.55,75.48,1.0
-81.57,72.57,1.0
-78.66,71.63,1.0
-80.91,70.71,1.0
-83.39,74.77,1.0
-80.15,72.47,1.0
