x0,x1,weight
-53.1,239.55,1.0
-52.18,235.37,1.0
-50.88,236.19,1.0
-53.72,233.42,1.0
-50.72,235.08,1.0
-51.88,234.71,1.0
-50.75,238.79,1.0
-49.72,235.87,1.0
-52.46,235.96,1.0
-52.48,234.9,1.0
28.87,-136.63,1.0
30.94,-130.7,1.0
33.8,-133.5,1.0
29.19,-131.98,1.0
31.15,-134.71,1.0
33.8,-135.47,1.0
31.29,-133.87,1.0
29.18,-134.56,1.0
32.6,-132.81,1.0
36.04,-135.44,1.0
214.26,-119.61,1.0
219.34,-114.23,1.0
215.65,-119.09,1.0
215.89,-120.06,1.0
211.95,-118.04,1.0
219.08,-117.59,1.0
214.69,-115.04,1.0
214.29,-118.17,1.0
219.23,-116.6,1.0
217.04,-116.73,1.0
104.87,215.91,1.0
104.04,215.55,1.0
103.98,219.03,1.0
104.36,219.58,1.0
101.74,217.18,1.0
104.94,216.23,1.0
102.55,215.55,1.0
104.18,217.23,1.0
104.68,215.78,1.0
105.96,218.72,1.0
-98.11,-72.3,1.0
-99.26,-76.03,1.0
-101.46,-74.71,1.0
-98.69,-74.27,1.0
-100.74,-74.21,1.0
-102.11,-73.19,1.0
-99.19,-75.47,1.0
-99.75,-75.59,1.0
-100.36,-73.61,1.0
-98.64,-76.7,1.0
-225.38,-184.79,1.0
-227.22,-185.99,1.0
-228.32,-186.0,1.0
-225.08,-186.94,1.0
-231.32,-183.02,1.0
-225.28,-180.54,1.0
-229.89,-186.25,1.0
-229.48,-185.46,1.0
-224.21,-184.14,1.0
-229.3,-186.45,1.0
158.86,203.03,1.0
158.73,205.51,1.0
163.65,198.74,1.0
160.45,201.12,1.0
160.03,200.2,1.0
158.9,199.55,1.0
156.59,200.1,1.0
158.31,197.49,1.0
158.61,201.1,1.0
161.75,198.34,1.0
-131.24,-171.5,1.0
-124.89,-168.92,1.0
-129.52,-171.17,1.0
-130.59,-172.15,1.0
-130.1,-168.99,1.0
-128.65,-171.32,1.0
-127.97,-174.86,1.0
-129.72,-167.02,1.0
-131.44,-172.33,1.0
-131.83,-170.33,1.0
-6.39,-72.96,1.0
-12.08,-73.16,1.0
-7.99,-71.02,1.0
-10.24,-72.61,1.0
-9.44,-72.54,1.0
-8.7,-72.89,1.0
-11.85,-73.57,1.0
-5.38,-73.56,1.0
-8.3,-73.95,1.0
-10.01,-76.69,1.0
62.64,136.88,1.0
66.44,146.81,1.0
66.62,142.75,1.0
63.66,142.74,1.0
60.47,143.54,1.0
66.9,143.84,1.0
64.32,142.38,1.0
64.82,140.86,1.0
63.3,143.46,1.0
66.94,141.91,1.0
-68.02,23.4,1.0
-65.45,26.11,1.0
-65.24,27.26,1.0
-63.83,24.29,1.0
-62.87,23.46,1.0
-61.96,25.97,1.0
-65.04,21.59,1.0
-62.83,25.73,1.0
-66.62,28.19,1.0
-61.94,27.32,1.0
235.65,-18.25,1.0
238.97,-12.39,1.0
239.32,-18.76,1.0
239.33,-20.3,1.0
237.38,-17.12,1.0
238.25,-18.11,1.0
