x0,x1,weight
121.33,8.68,1.0
123.29,7.37,1.0
121.17,8.82,1.0
117.91,3.76,1.0
122.91,9.89,1.0
124.49,6.7,1.0
122.89,5.36,1.0
120.72,8.97,1.0
120.31,2.85,1.0
121.44,7.85,1.0
-218.11,63.43,1.0
-215.14,63.25,1.0
-216.06,63.25,1.0
-213.82,63.35,1.0
-218.59,64.96,1.0
-217.17,64.26,1.0
-215.26,68.15,1.0
-217.16,65.82,1.0
-217.51,63.87,1.0
-215.34,62.34,1.0
-11.91,-228.58,1.0
-11.02,-225.75,1.0
-14.13,-226.69,1.0
-11.45,-224.02,1.0
-12.29,-228.47,1.0
-15.97,-227.84,1.0
-12.42,-227.24,1.0
-10.05,-228.82,1.0
-12.75,-225.75,1.0
-12.2,-222.07,1.0
-51.75,-23.07,1.0
-52.66,-25.96,1.0
-54.34,-26.08,1.0
-49.92,-25.49,1.0
-49.13,-22.25,1.0
-49.65,-28.41,1.0
-50.99,-23.73,1.0
-52.87,-26.5,1.0
-51.71,-26.97,1.0
-52.17,-23.87,1.0
80.08,-44.99,1.0
76.26,-44.25,1.0
78.37,-45.13,1.0
79.89,-38.55,1.0
80.68,-39.99,1.0
81.96,-40.96,1.0
82.48,-42.3,1.0
80.94,-40.51,1.0
75.37,-41.8,1.0
79.5,-37.77,1.0
6.22,43.26,1.0
13.24,38.47,1.0
7.45,42.39,1.0
10.7,42.66,1.0
12.53,40.95,1.0
11.78,43.44,1.0
7.91,39.01,1.0
7.51,41.45,1.0
7.86,41.89,1.0
9.83,42.93,1.0
70.14,23.6,1.0
71.25,28.04,1.0
73.1,25.87,1.0
72.86,24.06,1.0
72.8,23.91,1.0
71.58,25.81,1.0
71.9,24.31,1.0
69.29,26.92,1.0
69.9,26.53,1.0
71.71,24.8,1.0
93.23,-145.19,1.0
94.97,-141.5,1.0
96.53,-143.74,1.0
93.81,-144.41,1.0
93.6,-142.3,1.0
93.34,-143.33,1.0
91.01,-145.33,1.0
92.21,-143.4,1.0
95.47,-144.83,1.0
93.88,-145.06,1.0
-83.45,159.58,1.0
-84.81,161.65,1.0
-83.85,159.96,1.0
-82.64,160.27,1.0
-80.95,162.57,1.0
-84.09,159.63,1.0
-81.1,157.31,1.0
-85.23,160.36,1.0
-79.57,158.47,1.0
-80.12,158.4,1.0
-166.56,234.59,1.0
-169.69,234.52,1.0
-164.3,237.61,1.0
-165.19,236.85,1.0
-165.61,238.23,1.0
-164.75,237.17,1.0
-166.2,237.44,1.0
-166.11,234.7,1.0
-167.86,235.53,1.0
-167.91,237.48,1.0
174.42,140.78,1.0
176.52,144.44,1.0
173.43,139.58,1.0
178.28,137.75,1.0
176.94,141.92,1.0
175.66,139.58,1.0
176.02,140.0,1.0
176.53,144.27,1.0
175.77,143.45,1.0
172.1,140.36,1.0
-134.68,76.81,1.0
-136.13,78.57,1.0
-134.24,71.17,1.0
-134.02,72.6,1.0
-138.48,70.01,1.0
-131.76,73.15,1.0
-137.07,73.21,1.0
-134.39,73.85,1.0
-135.22,71.15,1.0
-133.85,73.3,1.0
163.0,-41.87,1.0
161.8,-39.77,1.0
162.73,-41.67,1.0
163.21,-40.25,1.0
165.76,-41.18,1.0
162.34,-41.78,1.0
163.01,-42.42,1.0
165.19,-41.15,1.0
163.22,-40.39,1.0
162.48,-41.09,1.0
-105.68,-232.58,1.0
-104.63,-230.96,1.0
-106.29,-229.24,1.0
-101.18,-231.42,1.0
-107.78,-231.14,1.0
-102.93,-229.65,1.0
