index,x0,x1,weight,rho,delta,nh,isSeed,clusterId
0,208.43,119.58,1,5.5,0.751535,4,0,-1
1,208.6,121.17,1,5.5,0.922275,4,0,-1
2,212.07,123.66,1,5.5,1.58447,6,0,-1
3,206.26,118.05,1,5.5,1.73081,8,0,-1
4,208.75,120.26,1,5.5,2.07425,8,0,-1
5,206.97,124.66,1,5.5,1.42021,9,0,-1
6,210.56,123.18,1,5.5,2.89084,9,0,-1
7,209.46,126.82,1,5.5,3.82891,9,0,-1
8,206.75,119.71,1,5.5,3.83449,9,0,-1
9,207.68,123.43,1,5.5,999,-1,0,-1
10,-60.52,-87.47,1,10.5,0.88566,13,0,-1
11,-59.93,-83.31,1,10.5,2.26013,16,0,-1
12,-63.31,-84.93,1,10.5,1.75513,18,0,-1
13,-60.9,-88.27,1,10.5,2.16601,19,0,-1
14,-58.06,-87.58,1,10.5,1.93541,17,0,-1
15,-65.84,-84.26,1,11,12.867,145,0,-1
16,-59.12,-85.42,1,10.5,4.33316,17,0,-1
17,-57.43,-89.41,1,10.5,5.08009,19,0,-1
18,-63.88,-86.59,1,10.5,3.04474,15,0,-1
19,-62.5,-89.73,1,10.5,4.66061,143,0,-1
20,-40.52,-237.27,1,10.5,0.49162,24,0,-1
21,-37.63,-234.91,1,10.5,0.551453,29,0,-1
22,-40.22,-238.06,1,10.5,0.39699,24,0,-1
23,-36.73,-239.47,1,10.5,1.79805,25,0,-1
24,-40.48,-237.76,1,10.5,0.772789,28,0,-1
25,-38.06,-240.68,1,10.5,0.516626,27,0,-1
26,-36.3,-241.76,1,10.5,2.26108,27,0,-1
27,-38.44,-241.03,1,10.5,4.19964,28,0,-1
28,-41.24,-237.9,1,10.5,4.30633,29,0,-1
29,-38.18,-234.87,1,10.5,8.89873,336,0,-1
30,-95.88,-93.61,1,6,1.56923,34,0,-1
31,-93.56,-92.2,1,6,1.07466,36,0,-1
32,-92.02,-91.6,1,6,2.31813,33,0,-1
33,-92.78,-93.79,1,6,1.3923,35,0,-1
34,-94.32,-93.44,1,6,1.1814,36,0,-1
35,-93.55,-94.95,1,6,0.769997,37,0,-1
36,-94.63,-92.3,1,6,2.66806,37,0,-1
37,-94.32,-94.95,1,6,2.37655,38,0,-1
38,-92.68,-96.67,1,6.5,19.7095,954,0,-1
39,-91.78,-94.95,1,6,1.94124,38,0,-1
40,-235.05,173.82,1,5.5,1.91638,49,0,-1
41,-233.02,175.58,1,5.5,0.845927,45,0,-1
42,-235.44,176.73,1,5.5,1.27882,44,0,-1
43,-234.1,177.83,1,5.5,0.795539,48,0,-1
44,-234.21,176.38,1,5.5,1.09074,45,0,-1
45,-233.12,176.42,1,5.5,1.3231,49,0,-1
46,-228.79,174.68,1,5.5,2.4097,47,0,-1
47,-231.08,173.93,1,5.5,3.12155,49,0,-1
48,-234.87,178.03,1,5.5,2.87923,49,0,-1
49,-233.87,175.33,1,5.5,36.3022,374,0,-1
50,-82.81,-26.73,1,15.5,2.13965,59,0,-1
51,-81.84,-29.48,1,13.5,0.77492,58,0,-1
52,-77.61,-30.35,1,11.5,3.23025,54,0,-1
53,-80.33,-24.66,1,16,2.07022,59,0,-1
54,-80.54,-28.99,1,14,1.00648,57,0,-1
55,-83.08,-28.65,1,14.5,0.451774,966,0,-1
56,-83.34,-23.45,1,16.5,1.50864,59,0,-1
57,-81.43,-28.52,1,14.5,1.8795,966,0,-1
58,-82.07,-30.22,1,13.5,1.81648,57,0,-1
59,-82.4,-24.63,1,16.5,10.7448,230,0,-1
60,82.39,3.99,1,5.5,1.58474,68,0,-1
61,80.6,2.22,1,5.5,1.45986,68,0,-1
