index,x0,x1,x2,weight,rho,delta,nh,isSeed,clusterId
0,0.535827,0.844328,0.168169,1,20148,0.000769228,3885,0,3
1,-0.496057,0.0626666,0.168169,1,39595.5,0.000769228,3838,0,5
2,0.968583,0.24869,0.168169,1,24490.5,0.000769228,3815,0,3
3,0.496057,0.0626666,0.168169,1,39595.5,0.000769228,3819,0,2
4,0.876307,0.481754,0.168169,1,23480,0.000769228,3831,0,3
5,-0.318712,-0.385257,0.168169,1,38070.5,0.000769228,3844,0,5
6,0.404509,-0.293893,0.168169,1,39772,0.000769228,3868,0,2
7,-0.496057,-0.0626666,0.168169,1,39622,0.000769228,3846,0,5
8,-0.809017,-0.587785,0.168169,1,22493,0.000769228,3887,0,4
9,-0.968583,0.24869,0.168169,1,24490.5,0.000769228,3829,0,4
10,0.0313953,-0.499013,0.168169,1,36428,0.000769228,3869,0,2
11,-0.728969,0.684547,0.168169,1,21288.5,0.000769228,3841,0,4
12,0.425779,-0.904827,0.168169,1,20266.5,0.000769228,3850,0,3
13,-0.929776,0.368125,0.168169,1,23443.5,0.000769228,3882,0,4
14,-0.404509,-0.293893,0.168169,1,39772,0.000769228,3858,0,5
15,0.187381,-0.982287,0.168169,1,18852,0.000769228,3800,0,4
16,0.464888,0.184062,0.168169,1,39573,0.000769228,3878,0,0
17,0.929776,-0.368125,0.168169,1,23489.5,0.000769228,3809,0,3
18,-0.876307,-0.481754,0.168169,1,23567.5,0.000769228,3859,0,4
19,0.0936907,0.491144,0.168169,1,36433,0.000769228,3827,0,1
20,0.728969,0.684547,0.168169,1,21288.5,0.000769228,3899,0,3
21,0.438153,0.240877,0.168169,1,39608,0.000769228,3832,0,0
22,-0.968583,-0.24869,0.168169,1,24587,0.000769228,3812,0,4
23,-0.187381,-0.982287,0.168169,1,18852,0.000769228,3857,0,4
24,0.364484,-0.342274,0.168169,1,39832,0.000769228,3828,0,2
25,-0.464888,0.184062,0.168169,1,39573,0.000769228,3879,0,1
26,-0.21289,0.452414,0.168169,1,38205,0.000769228,3873,0,1
27,0.154509,-0.475528,0.168169,1,38371,0.000769228,3852,0,2
28,-0.484292,0.124345,0.168169,1,39582.5,0.000769228,3880,0,1
29,0.267913,-0.422164,0.168169,1,38160.5,0.000769228,3823,0,2
30,0.438153,-0.240877,0.168169,1,39711.5,0.000769228,3898,0,2
31,-0.0936907,-0.491144,0.168169,1,36398.5,0.000769228,3805,0,5
32,1,0,0.168169,1,24550.5,0.000769228,3856,0,3
33,-0.992115,0.125333,0.168169,1,24527.5,0.000769228,3851,0,4
34,0.876307,-0.481754,0.168169,1,23567.5,0.000769228,3892,0,3
35,-0.438153,0.240877,0.168169,1,39608,0.000769228,3849,0,1
36,0.364484,0.342274,0.168169,1,39679.5,0.000769228,3867,0,0
37,-0.5,-1.60812e-16,0.168169,1,39608.5,0.000769228,3864,0,5
38,-0.425779,0.904827,0.168169,1,20254.5,0.000769228,3826,0,4
39,0.404509,0.293893,0.168169,1,39643.5,0.000769228,3807,0,0
40,-0.484292,-0.124345,0.168169,1,39635,0.000769228,3804,0,5
41,0.637424,0.770513,0.168169,1,21378,0.000769228,3839,0,3
42,-0.364484,-0.342274,0.168169,1,39832,0.000769228,3830,0,5
43,0.535827,-0.844328,0.168169,1,20144,0.000769228,3817,0,3
44,0.496057,-0.0626666,0.168169,1,39622,0.000769228,3825,0,2
45,0.637424,-0.770513,0.168169,1,21424.5,0.000769228,3811,0,3
46,-0.992115,-0.125333,0.168169,1,24574,0.000769228,3862,0,4
47,-0.438153,-0.240877,0.168169,1,39711.5,0.000769228,3810,0,5
48,-0.464888,-0.184062,0.168169,1,39651.5,0.000769228,3872,0,5
49,-0.364484,0.342274,0.168169,1,39679.5,0.000769228,3860,0,1
50,-0.425779,-0.904827,0.168169,1,20266.5,0.000769228,3894,0,4
51,0.809017,-0.587785,0.168169,1,22493,0.000769228,3876,0,3
52,-0.0627905,-0.998027,0.168169,1,18868.5,0.000769228,3845,0,4
53,0.318712,-0.385257,0.168169,1,38070.5,0.000769228,3813,0,2
54,-0.0627905,0.998027,0.168169,1,18909.5,0.000769228,3888,0,4
55,0.309017,0.951057,0.168169,1,18813.5,0.000769228,3806,0,3
56,-0.21289,-0.452414,0.168169,1,38277,0.000769228,3861,0,5
57,-0.929776,-0.368125,0.168169,1,23489.5,0.000769228,3840,0,4
58,0.728969,-0.684547,0.168169,1,21309.5,0.000769228,3802,0,3
59,-0.318712,0.385257,0.168169,1,38019.5,0.000769228,3847,0,1
60,-0.187381,0.982287,0.168169,1,18876.5,0.000769228,3821,0,4
61,-0.535827,-0.844328,0.168169,1,20144,0.000769228,3820,0,4
62,0.0936907,-0.491144,0.168169,1,36398.5,0.000769228,3893,0,2
63,0.968583,-0.24869,0.168169,1,24587,0.000769228,3886,0,3
64,0.267913,0.422164,0.168169,1,38097,0.000769228,3854,0,0
65,-0.309017,-0.951057,0.168169,1,18770,0.000769228,3808,0,4
66,0.154509,0.475528,0.168169,1,38288.5,0.000769228,3855,0,0
67,-0.404509,0.293893,0.168169,1,39643.5,0.000769228,3865,0,1
68,0.992115,-0.125333,0.168169,1,24574,0.000769228,3891,0,3
69,0.309017,-0.951057,0.168169,1,18770,0.000769228,3897,0,3
70,-0.309017,0.951057,0.168169,1,18813.5,0.000769228,3848,0,4
71,0.318712,0.385257,0.168169,1,38019.5,0.000769228,3895,0,0
72,0.464888,-0.184062,0.168169,1,39651.5,0.000769228,3842,0,2
73,0.929776,0.368125,0.168169,1,23443.5,0.000769228,3818,0,3
74,0.0627905,0.998027,0.168169,1,18909.5,0.000769228,3884,0,4
75,0.0627905,-0.998027,0.168169,1,18868.5,0.000769228,3883,0,4
76,-0.535827,0.844328,0.168169,1,20148,0.000769228,3837,0,4
77,-0.0313953,0.499013,0.168169,1,36465.5,0.000769228,3863,0,1
78,0.0313953,0.499013,0.168169,1,36465.5,0.000769228,3874,0,1
79,-0.154509,0.475528,0.168169,1,38288.5,0.000769228,3803,0,1
80,-0.876307,0.481754,0.168169,1,23480,0.000769228,3835,0,4
81,-0.0313953,-0.499013,0.168169,1,36428,0.000769228,3836,0,2
82,-0.637424,-0.770513,0.168169,1,21424.5,0.000769228,3870,0,4
83,-0.637424,0.770513,0.168169,1,21378,0.000769228,3853,0,4
84,0.5,0,0.168169,1,39608.5,0.000769228,3843,0,2
85,0.484292,0.124345,0.168169,1,39582.5,0.000769228,3801,0,0
86,-0.809017,0.587785,0.168169,1,22447.5,0.000769228,3875,0,4
87,0.187381,0.982287,0.168169,1,18876.5,0.000769228,3877,0,4
88,0.484292,-0.124345,0.168169,1,39635,0.000769228,3834,0,2
89,-0.728969,-0.684547,0.168169,1,21309.5,0.000769228,3866,0,4
90,-1,-3.21625e-16,0.168169,1,24550.5,0.000769228,3890,0,4
91,0.21289,0.452414,0.168169,1,38205,0.000769228,3871,0,0
92,-0.154509,-0.475528,0.168169,1,38371,0.000769228,3824,0,5
93,-0.267913,-0.422164,0.168169,1,38160.5,0.000769228,3816,0,5
94,-0.267913,0.422164,0.168169,1,38097,0.000769228,3889,0,1
95,-0.0936907,0.491144,0.168169,1,36433,0.000769228,3896,0,1
96,0.425779,0.904827,0.168169,1,20254.5,0.000769228,3833,0,3
97,0.992115,0.125333,0.168169,1,24527.5,0.000769228,3881,0,3
98,0.809017,0.587785,0.168169,1,22447.5,0.000769228,3814,0,3
99,0.21289,-0.452414,0.168169,1,38277,0.000769228,3822,0,2
100,-0.154509,-0.475528,-0.253131,1,38307.5,0.0112598,8618,0,5
101,0.992115,0.125333,-0.253131,1,24295.5,0.0112598,8690,0,3
102,0.404509,0.293893,-0.253131,1,39543,0.0112598,8619,0,0
103,0.21289,0.452414,-0.253131,1,38071,0.0112598,8633,0,0
104,0.496057,0.0626666,-0.253131,1,39513,0.0112598,8668,0,2
105,0.21289,-0.452414,-0.253131,1,38213.5,0.0112598,8644,0,2
106,-0.5,-1.60812e-16,-0.253131,1,39526,0.0112598,8630,0,5
107,0.876307,0.481754,-0.253131,1,23224.5,0.0112598,8606,0,3
108,0.187381,-0.982287,-0.253131,1,18727,0.0112598,8624,0,4
109,-0.496057,-0.0626666,-0.253131,1,39538.5,0.0112598,8627,0,5
110,-0.187381,-0.982287,-0.253131,1,18727,0.0112598,8646,0,4
111,-0.484292,0.124345,-0.253131,1,39500,0.0112598,8692,0,1
112,-0.637424,-0.770513,-0.253131,1,21237.5,0.0112598,8610,0,4
113,0.535827,-0.844328,-0.253131,1,19985,0.0112598,8617,0,3
114,-0.267913,0.422164,-0.253131,1,37971,0.0112598,8609,0,1
115,0.968583,0.24869,-0.253131,1,24252,0.0112598,8614,0,3
116,0.438153,0.240877,-0.253131,1,39515,0.0112598,8676,0,0
117,-0.364484,-0.342274,-0.253131,1,39740,0.0112598,8669,0,5
118,0.309017,0.951057,-0.253131,1,18531,0.0112598,8626,0,3
119,0.364484,-0.342274,-0.253131,1,39740,0.0112598,8613,0,2
120,0.0313953,0.499013,-0.253131,1,36335,0.0112598,8663,0,1
121,0.484292,0.124345,-0.253131,1,39500,0.0112598,8691,0,0
122,0.0936907,-0.491144,-0.253131,1,36354.5,0.0112598,8686,0,2
123,-0.637424,0.770513,-0.253131,1,21109.5,0.0112598,8664,0,4
124,-0.425779,-0.904827,-0.253131,1,20095.5,0.0112598,8621,0,4
125,0.929776,0.368125,-0.253131,1,23199,0.0112598,8681,0,3
126,-0.464888,0.184062,-0.253131,1,39486.5,0.0112598,8661,0,1
127,0.929776,-0.368125,-0.253131,1,23279,0.0112598,8683,0,3
128,1,0,-0.253131,1,24318.5,0.0112598,8680,0,3
129,0.535827,0.844328,-0.253131,1,19874,0.0112598,8649,0,3
130,0.154509,0.475528,-0.253131,1,38153,0.0112598,8659,0,0
131,0.0313953,-0.499013,-0.253131,1,36378,0.0112598,8603,0,2
132,0.404509,-0.293893,-0.253131,1,39681.5,0.0112598,8601,0,2
133,-0.21289,0.452414,-0.253131,1,38071,0.0112598,8675,0,1
134,0.267913,-0.422164,-0.253131,1,38092,0.0112598,8670,0,2
135,-0.21289,-0.452414,-0.253131,1,38213.5,0.0112598,8640,0,5
136,0.0627905,0.998027,-0.253131,1,18603.5,0.0112598,8635,0,4
137,-0.267913,-0.422164,-0.253131,1,38092,0.0112598,8694,0,5
138,0.187381,0.982287,-0.253131,1,18574.5,0.0112598,8667,0,4
139,-0.728969,0.684547,-0.253131,1,21040,0.0112598,8623,0,4
140,0.484292,-0.124345,-0.253131,1,39551.5,0.0112598,8650,0,2
141,-0.535827,0.844328,-0.253131,1,19874,0.0112598,8656,0,4
142,0.637424,0.770513,-0.253131,1,21109.5,0.0112598,8654,0,3
143,-0.309017,0.951057,-0.253131,1,18531,0.0112598,8695,0,4
144,-0.404509,0.293893,-0.253131,1,39543,0.0112598,8620,0,1
145,0.318712,0.385257,-0.253131,1,37905,0.0112598,8642,0,0
146,-0.929776,0.368125,-0.253131,1,23199,0.0112598,8645,0,4
